,Unnamed: 0,id,dialect,translation,Correct,Keep,language,prompts,concepts,writer_a,task
136,37,21855,Writes in North Frisian German dialect.,Writes in standard German.,Kleinere Anpassungen,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are conflicting, mortal, heartless, comradely, inimical, amicable, sweet, rude, hospitable, friendly. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
137,22,46021,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are antagonistic, friendly, unfriendly, hearty, icy, comradely, opposed, rude, chummy, good-natured. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
138,105,41578,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are adverse, sweet, amicable, antipathetic, antagonistic, nice, negative, unsympathetic, companionable, hearty. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
139,68,48042,Writes in North Frisian German dialect.,Writes in standard German.,Kleinere Anpassungen,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are hostile, loving, comradely, neighborly, unfavorable, unsympathetic, adverse, amicable, affectionate, opposed. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
140,14,37413,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are antagonistic, hospitable, conflicting, gracious, nice, sweet, good-natured, icy, cold, opposed. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
141,17,50648,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are inimical, gracious, cold, unfavorable, genial, icy, friendly, good-natured, antagonistic, warm. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
142,0,26590,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are warmhearted, friendly, unsympathetic, loving, mortal, comradely, antagonistic, unfriendly, rude, neighborly. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
143,24,48277,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unfriendly, heartless, good-natured, antagonistic, negative, neighborly, inhospitable, cordial, hospitable, hearty. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
144,60,13268,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are heartless, rude, friendly, adverse, mortal, comradely, unsympathetic, hospitable, good-natured, cordial. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
145,70,13278,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are comradely, hospitable, mortal, opposed, rude, conflicting, nice, merry, genial, icy. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
146,86,12228,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are cordial, hospitable, inimical, nice, inhospitable, icy, chummy, antipathetic, heartless, good-natured. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
147,26,16172,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are loving, antipathetic, nice, chummy, adverse, militant, sweet, unsympathetic, cold, cordial. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
148,80,19789,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are inhospitable, nice, hostile, affectionate, amicable, contentious, antipathetic, neighborly, mortal, loving. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
149,48,25859,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are hospitable, hearty, opposed, hostile, gracious, warm, companionable, inhospitable, antipathetic, adverse. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
150,76,320572,Writes in Ripuarian German dialect.,Writes in standard German.,Kleine Anpassungen,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are neighborly, comradely, loving, militant, antipathetic, sweet, heartless, unfriendly, inimical, merry. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
151,70,526377,Writes in Ripuarian German dialect.,Writes in standard German.,Ende entfernt,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are hospitable, inimical, antipathetic, gracious, adverse, icy, good-natured, heartless, collegial, warm. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
152,93,526371,Writes in Ripuarian German dialect.,Writes in standard German.,Ende entfernt,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are rude, sweet, unfavorable, hostile, warmhearted, good-natured, gracious, nice, negative, conflicting. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
153,95,466926,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in Ripuarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are good-natured, mortal, inhospitable, warmhearted, unpleasant, unsympathetic, affectionate, companionable, inimical, nice. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
154,77,523709,Writes in Ripuarian German dialect.,Writes in standard German.,Ende entfernt,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unfavorable, adverse, sweet, gracious, comradely, affectionate, inimical, collegial, antipathetic, antagonistic. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
155,18,139910,Writes in Ripuarian German dialect.,Writes in standard German.,Kleine Anpassung,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are conflicting, collegial, cordial, negative, hearty, mortal, adverse, comradely, militant, gracious. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
156,36,527109,Writes in Ripuarian German dialect.,Writes in standard German.,Ende entfernt,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are nice, unpleasant, merry, rude, adverse, companionable, cold, chummy, hearty, antipathetic. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
157,28,9582,Writes in Ripuarian German dialect.,Writes in standard German.,kleine Anpassung,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are warmhearted, militant, icy, good-natured, nice, hostile, antipathetic, unfriendly, cordial, hospitable. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
158,34,11877,Writes in Ripuarian German dialect.,Writes in standard German.,Mehrere Anpassungen,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in Ripuarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are hostile, icy, antagonistic, affectionate, unsympathetic, loving, collegial, cordial, warm, negative. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
159,40,525327,Writes in Ripuarian German dialect.,Writes in standard German.,Kleine Anpassung,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are inimical, icy, affectionate, hostile, warm, hospitable, sweet, mortal, heartless, friendly. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
160,23,523078,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are cordial, loving, unfriendly, gracious, icy, collegial, opposed, adverse, militant, warm. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
161,13,13475,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in Ripuarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are warm, antipathetic, sweet, amicable, mortal, unfriendly, hostile, nice, adverse, genial. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
162,47,7939,Writes in Ripuarian German dialect.,Writes in standard German.,Kleine Anpassung,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are hospitable, inimical, amicable, contentious, heartless, comradely, unpleasant, conflicting, good-natured, warmhearted. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
163,71,107430,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unpleasant, merry, friendly, affectionate, heartless, chummy, antagonistic, unfavorable, conflicting, warmhearted. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
164,92,529760,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are antagonistic, adverse, negative, cordial, hostile, gracious, unfriendly, amicable, sweet, companionable. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
165,58,465329,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in Ripuarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are comradely, adverse, contentious, warmhearted, unsympathetic, chummy, merry, icy, unpleasant, cordial. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
166,90,525320,Writes in Ripuarian German dialect.,Writes in standard German.,Kleinere Anpassung,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are negative, mortal, collegial, unsympathetic, gracious, affectionate, genial, chummy, antipathetic, unfriendly. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
167,15,527353,Writes in Ripuarian German dialect.,Writes in standard German.,Ende entfernt,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in Ripuarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are affectionate, unfriendly, good-natured, loving, militant, icy, hostile, warm, gracious, heartless. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
168,3,527903,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unfavorable, sweet, gracious, unpleasant, heartless, mortal, loving, icy, warmhearted, merry. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
169,5,141905,Writes in Ripuarian German dialect.,Writes in standard German.,minor words,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in Ripuarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are rude, negative, antipathetic, comradely, mortal, hospitable, collegial, unpleasant, merry, loving. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
170,59,323207,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are inhospitable, antipathetic, affectionate, hospitable, warmhearted, cordial, hostile, comradely, unfavorable, unfriendly. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
171,8,527891,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are contentious, companionable, unpleasant, heartless, rude, sweet, good-natured, amicable, icy, collegial. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
172,99,11345,Writes in Ripuarian German dialect.,Writes in standard German.,Ende entfernt,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are merry, contentious, inimical, unfriendly, cold, icy, good-natured, collegial, companionable, comradely. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
173,101,7676,Writes in Ripuarian German dialect.,Writes in standard German.,Kleinere Anpassungen,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are hostile, sweet, cold, amicable, warmhearted, loving, unfriendly, rude, conflicting, hearty. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
174,51,529686,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in Ripuarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are adverse, icy, cordial, genial, nice, antagonistic, mortal, rude, warm, amicable. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
175,84,523724,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in Ripuarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are hospitable, chummy, neighborly, rude, sweet, inhospitable, opposed, unsympathetic, affectionate, contentious. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
176,83,325068,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unpleasant, sweet, cordial, hospitable, adverse, heartless, chummy, companionable, unsympathetic, inimical. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
177,100,529592,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are rude, sweet, gracious, cordial, collegial, adverse, inhospitable, mortal, chummy, conflicting. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
178,53,527248,Writes in Ripuarian German dialect.,Writes in standard German.,Ende entfernt,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are warmhearted, unfavorable, amicable, hostile, unpleasant, comradely, unfriendly, hearty, chummy, inimical. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
179,6,139737,Writes in Ripuarian German dialect.,Writes in standard German.,Teil entfernt in beidem,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in Ripuarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are mortal, rude, genial, icy, amicable, negative, sweet, chummy, comradely, hostile. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
180,2,525975,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in Ripuarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are inhospitable, militant, warm, conflicting, cordial, collegial, unsympathetic, chummy, friendly, antagonistic. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
181,26,525612,Writes in Ripuarian German dialect.,Writes in standard German.,Mehrere kleine Anpassungen und ende,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in Ripuarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are antagonistic, gracious, nice, contentious, inimical, conflicting, affectionate, comradely, unfriendly, friendly. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
182,69,527962,Writes in Ripuarian German dialect.,Writes in standard German.,Kleinere Anpassungen,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in Ripuarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are nice, warmhearted, unsympathetic, chummy, sweet, comradely, cold, mortal, unfavorable, antipathetic. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
183,32,529389,Writes in Ripuarian German dialect.,Writes in standard German.,Ende entfernt,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are affectionate, unfavorable, cold, negative, cordial, warmhearted, militant, nice, unpleasant, genial. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
184,52,528747,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are genial, warmhearted, antipathetic, unfavorable, adverse, heartless, comradely, friendly, hostile, cordial. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
185,22,134270,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are warm, genial, affectionate, hostile, negative, merry, unfriendly, loving, militant, mortal. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
186,88,529511,Writes in Ripuarian German dialect.,Writes in standard German.,Kleinere Anpassung,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are amicable, inhospitable, antagonistic, icy, good-natured, neighborly, negative, collegial, warm, rude. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
187,29,124167,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in Ripuarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are warmhearted, gracious, heartless, friendly, hostile, amicable, negative, sweet, contentious, unsympathetic. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
188,25,7769,Writes in Ripuarian German dialect.,Writes in standard German.,1,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in Ripuarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are sweet, rude, inhospitable, cold, warmhearted, genial, loving, unfriendly, good-natured, antagonistic. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
189,57,524618,Writes in Ripuarian German dialect.,Writes in standard German.,Ende entfernt,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in Ripuarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are cordial, warm, amicable, warmhearted, militant, hearty, antagonistic, unfriendly, mortal, heartless. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,friendly
190,0,525704,Writes in Ripuarian German dialect.,Writes in standard German.,Content weird,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are rude, companionable, antagonistic, hostile, cold, hospitable, chummy, loving, amicable, unsympathetic. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
191,14,146445,Writes in Ripuarian German dialect.,Writes in standard German.,Punkt,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are affectionate, icy, cordial, hostile, amicable, cold, negative, genial, mortal, friendly. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
192,97,527772,Writes in Ripuarian German dialect.,Writes in standard German.,Kleinere Anpassungen,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are genial, hostile, negative, neighborly, affectionate, chummy, friendly, unsympathetic, antagonistic, militant. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
193,64,525323,Writes in Ripuarian German dialect.,Writes in standard German.,Kleinere Anpassungen,,ksh,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Ripuarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unsympathetic, gracious, good-natured, hospitable, amicable, icy, collegial, unfavorable, cold, heartless. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
